* Measurement data measured by REW V5.31.3
* Source: Microphone (Conexant ISST Audio), MICROPHONE (Master Volume), R, volume: 0.500
* Format: 256k Log Swept Sine, 1 sweep at 0.0 dBFS with no timing reference
* Dated: Aug 8, 2025 2:14:19 PM
* REW Settings:
411.935076 85.720 16.4610
414.920127 85.785 16.2851
417.926810 85.852 16.1078
420.955280 85.919 15.9276
424.005695 85.986 15.7423
427.078215 86.054 15.5498
430.173000 86.123 15.3475
433.290211 86.192 15.1322
436.430010 86.261 14.8991
439.592562 86.331 14.6409
442.778031 86.401 14.3513
445.986583 86.475 14.0318
449.218386 86.551 13.6990
452.473607 86.630 13.3801
455.752418 86.709 13.0901
459.054987 86.785 12.8220
462.381489 86.858 12.5599
465.732096 86.928 12.2910
469.106983 86.998 12.0087
472.506325 87.069 11.7120
475.930301 87.142 11.4031
479.379088 87.218 11.0840
482.852867 87.299 10.7559
486.351817 87.385 10.4181
489.876123 87.478 10.0690
493.425968 87.580 9.7062
497.001536 87.692 9.3272
500.603014 87.814 8.9309
504.230589 87.946 8.5170
507.884452 88.086 8.0863
511.564792 88.229 7.6401
515.271802 88.372 7.1791
519.005673 88.510 6.7031
522.766602 88.641 6.2117
526.554785 88.764 5.7058
530.370418 88.879 5.1880
534.213700 88.986 4.6626
538.084833 89.086 4.1345
541.984018 89.180 3.6091
545.911457 89.269 3.0892
549.867357 89.352 2.5689
553.851922 89.431 2.0322
557.865362 89.507 1.4654
561.907884 89.583 0.8667
565.979700 89.662 0.2418
570.081022 89.743 -0.4025
574.212064 89.829 -1.0612
578.373042 89.918 -1.7315
582.564171 90.010 -2.4128
586.785671 90.103 -3.1059
591.037762 90.198 -3.8115
595.320665 90.292 -4.5300
599.634604 90.384 -5.2609
603.979804 90.474 -6.0032
608.356491 90.562 -6.7556
612.764893 90.647 -7.5173
617.205240 90.731 -8.2887
621.677763 90.814 -9.0701
626.182696 90.898 -9.8622
630.720274 90.982 -10.6660
635.290733 91.066 -11.4828
639.894312 91.150 -12.3151
644.531250 91.233 -13.1659
649.201789 91.315 -14.0359
653.906173 91.395 -14.9212
658.644647 91.473 -15.8160
663.417457 91.549 -16.7167
668.224854 91.624 -17.6215
673.067086 91.699 -18.5293
677.944408 91.773 -19.4406
682.857073 91.848 -20.3571
687.805336 91.924 -21.2808
692.789457 92.001 -22.2132
697.809695 92.077 -23.1545
702.866312 92.153 -24.1045
707.959571 92.229 -25.0630
713.089738 92.303 -26.0291
718.257080 92.377 -27.0017
723.461867 92.450 -27.9791
728.704370 92.521 -28.9597
733.984862 92.590 -29.9436
739.303619 92.658 -30.9336
744.660918 92.724 -31.9340
750.057038 92.789 -32.9474
755.492260 92.854 -33.9734
760.966869 92.919 -35.0083
766.481148 92.986 -36.0486
772.035387 93.055 -37.0924
777.629873 93.124 -38.1389
783.264900 93.194 -39.1879
788.940760 93.264 -40.2393
794.657750 93.331 -41.2932
800.416168 93.395 -42.3493
806.216313 93.455 -43.4073
812.058489 93.512 -44.4669
817.943000 93.567 -45.5282
823.870152 93.621 -46.5908
829.840255 93.674 -47.6538
835.853619 93.728 -48.7157
841.910559 93.781 -49.7754
848.011390 93.835 -50.8332
854.156430 93.886 -51.8923
860.346000 93.934 -52.9562
866.580422 93.979 -54.0259
872.860020 94.020 -55.0997
879.185124 94.058 -56.1758
885.556062 94.091 -57.2530
891.973166 94.122 -58.3308
898.436771 94.150 -59.4092
904.947215 94.176 -60.4883
911.504835 94.200 -61.5679
918.109975 94.222 -62.6484
924.762978 94.242 -63.7297
931.464192 94.260 -64.8113
938.213966 94.278 -65.8918
945.012651 94.293 -66.9692
951.860602 94.307 -68.0423
958.758176 94.319 -69.1120
965.705733 94.329 -70.1804
972.703635 94.338 -71.2491
979.752246 94.345 -72.3183
986.851935 94.352 -73.3873
994.003071 94.358 -74.4555
1001.206027 94.366 -75.5217
1008.461179 94.375 -76.5850
1015.768904 94.386 -77.6443
1023.129584 94.400 -78.6985
1030.543603 94.417 -79.7460
1038.011347 94.435 -80.7850
1045.533205 94.454 -81.8149
1053.109569 94.473 -82.8370
1060.740836 94.491 -83.8530
1068.427401 94.509 -84.8635
1076.169666 94.527 -85.8679
1083.968035 94.544 -86.8649
1091.822915 94.560 -87.8534
1099.734713 94.574 -88.8329
1107.703844 94.588 -89.8030
1115.730723 94.599 -90.7637
1123.815768 94.608 -91.7145
1131.959400 94.615 -92.6544
1140.162045 94.619 -93.5823
1148.424129 94.622 -94.4978
1156.746083 94.624 -95.4028
1165.128342 94.627 -96.3009
1173.571343 94.632 -97.1952
1182.075524 94.639 -98.0871
1190.641331 94.649 -98.9767
1199.269209 94.660 -99.8643
1207.959608 94.673 -100.7504
1216.712981 94.686 -101.6362
1225.529785 94.700 -102.5229
1234.410479 94.715 -103.4114
1243.355526 94.730 -104.3026
1252.365393 94.745 -105.1984
1261.440549 94.760 -106.1021
1270.581467 94.775 -107.0168
1279.788624 94.790 -107.9445
1289.062500 94.805 -108.8860
1298.403578 94.821 -109.8412
1307.812346 94.836 -110.8101
1317.289293 94.852 -111.7927
1326.834914 94.868 -112.7885
1336.449707 94.883 -113.7968
1346.134173 94.898 -114.8169
1355.888816 94.911 -115.8487
1365.714145 94.924 -116.8929
1375.610673 94.934 -117.9499
1385.578915 94.943 -119.0188
1395.619391 94.949 -120.0981
1405.732624 94.953 -121.1862
1415.919142 94.954 -122.2812
1426.179476 94.951 -123.3817
1436.514160 94.944 -124.4867
1446.923734 94.931 -125.5959
1457.408740 94.913 -126.7095
1467.969724 94.886 -127.8263
1478.607238 94.852 -128.9442
1489.321836 94.808 -130.0614
1500.114076 94.753 -131.1768
1510.984521 94.686 -132.2897
1521.933737 94.609 -133.3989
1532.962297 94.519 -134.5027
1544.070773 94.419 -135.5989
1555.259747 94.307 -136.6848
1566.529800 94.185 -137.7583
1577.881521 94.053 -138.8186
1589.315501 93.913 -139.8648
1600.832336 93.767 -140.8960
1612.432627 93.616 -141.9105
1624.116978 93.462 -142.9057
1635.886000 93.305 -143.8791
1647.740304 93.144 -144.8282
1659.680509 92.978 -145.7511
1671.707238 92.807 -146.6458
1683.821118 92.633 -147.5093
1696.022780 92.454 -148.3382
1708.312860 92.273 -149.1293
1720.692000 92.089 -149.8799
1733.160843 91.904 -150.5881
1745.720041 91.716 -151.2531
1758.370248 91.527 -151.8753
1771.112124 91.337 -152.4562
1783.946332 91.145 -152.9968
1796.873543 90.953 -153.4983
1809.894429 90.760 -153.9626
1823.009670 90.568 -154.3928
1836.219950 90.378 -154.7922
1849.525956 90.190 -155.1640
1862.928384 90.005 -155.5100
1876.427931 89.823 -155.8311
1890.025301 89.645 -156.1292
1903.721204 89.471 -156.4067
1917.516352 89.300 -156.6659
1931.411466 89.135 -156.9093
1945.407270 88.975 -157.1389
1959.504493 88.823 -157.3566
1973.703870 88.677 -157.5639
1988.006142 88.540 -157.7604
2002.412054 88.410 -157.9446
2016.922357 88.287 -158.1149
2031.537808 88.171 -158.2692
2046.259169 88.063 -158.4049
2061.087206 87.961 -158.5200
2076.022694 87.864 -158.6137
2091.066410 87.769 -158.6864
2106.219139 87.676 -158.7385
2121.481671 87.582 -158.7712
2136.854802 87.486 -158.7859
2152.339333 87.386 -158.7827
2167.936071 87.283 -158.7598
2183.645829 87.174 -158.7134
2199.469427 87.060 -158.6388
2215.407689 86.939 -158.5299
2231.461446 86.810 -158.3779
2247.631536 86.672 -158.1724
2263.918800 86.526 -157.9013
2280.324089 86.370 -157.5524
2296.848258 86.207 -157.1116
2313.492167 86.037 -156.5633
2330.256685 85.866 -155.8914
2347.142685 85.697 -155.0822
2364.151049 85.535 -154.1271
2381.282662 85.384 -153.0248
2398.538418 85.248 -151.7823
2415.919216 85.131 -150.4148
2433.425962 85.036 -148.9453
2451.059570 84.966 -147.4042
2468.820958 84.920 -145.8282
2486.711052 84.900 -144.2585
2504.730786 84.904 -142.7373
2522.881098 84.933 -141.3038
2541.162934 84.983 -139.9909
2559.577248 85.053 -138.8230
2578.125000 85.140 -137.8166
2596.807157 85.239 -136.9802
2615.624692 85.348 -136.3140
2634.578586 85.465 -135.8103
2653.669829 85.586 -135.4551
2672.899414 85.711 -135.2287
2692.268345 85.840 -135.1062
2711.777632 85.971 -135.0592
2731.428290 86.103 -135.0591
2751.221345 86.232 -135.0811
2771.157829 86.354 -135.1060
2791.238781 86.469 -135.1223
2811.465248 86.573 -135.1251
2831.838284 86.667 -135.1155
2852.358952 86.751 -135.1003
2873.028321 86.826 -135.0909
2893.847468 86.895 -135.1023
2914.817480 86.963 -135.1498
2935.939449 87.032 -135.2464
2957.214476 87.105 -135.4000
2978.643672 87.186 -135.6137
3000.228152 87.275 -135.8848
3021.969041 87.373 -136.2047
3043.867475 87.483 -136.5606
3065.924593 87.603 -136.9379
3088.141547 87.732 -137.3233
3110.519493 87.868 -137.7072
3133.059600 88.006 -138.0852
3155.763041 88.140 -138.4595
3178.631001 88.265 -138.8404
3201.664672 88.377 -139.2439
3224.865254 88.473 -139.6888
3248.233957 88.552 -140.1931
3271.771999 88.612 -140.7713
3295.480608 88.655 -141.4315
3319.361019 88.679 -142.1718
3343.414477 88.685 -142.9789
3367.642236 88.673 -143.8283
3392.045560 88.643 -144.6867
3416.625721 88.593 -145.5171
3441.383999 88.521 -146.2832
3466.321686 88.426 -146.9533
3491.440082 88.304 -147.5028
3516.740496 88.156 -147.9146
3542.224247 87.981 -148.1806
3567.892664 87.784 -148.2993
3593.747085 87.572 -148.2741
3619.788858 87.357 -148.1113
3646.019340 87.152 -147.8190
3672.439900 86.969 -147.4068
3699.051913 86.821 -146.8869
3725.856768 86.716 -146.2767
3752.855862 86.659 -145.6020
3780.050603 86.649 -144.8983
3807.442408 86.679 -144.2096
3835.032705 86.742 -143.5853
3862.822933 86.827 -143.0751
3890.814540 86.922 -142.7243
3919.008986 87.020 -142.5661
3947.407741 87.115 -142.6168
3976.012284 87.204 -142.8710
4004.824108 87.285 -143.2996
4033.844715 87.362 -143.8489
4063.075616 87.434 -144.4462
4092.518337 87.503 -145.0072
4122.174412 87.569 -145.4478
4152.045387 87.633 -145.6965
4182.132820 87.696 -145.7043
4212.438278 87.763 -145.4504
4242.963342 87.840 -144.9428
4273.709604 87.938 -144.2150
4304.678665 88.068 -143.3197
4335.872141 88.240 -142.3198
4367.291658 88.460 -141.2792
4398.938854 88.728 -140.2542
4430.815378 89.038 -139.2888
4462.922893 89.376 -138.4142
4495.263072 89.723 -137.6538
4527.837601 90.063 -137.0287
4560.648179 90.378 -136.5605
4593.696515 90.655 -136.2694
4626.984334 90.886 -136.1691
4660.513370 91.068 -136.2600
4694.285371 91.202 -136.5230
4728.302098 91.293 -136.9179
4762.565324 91.347 -137.3892
4797.076835 91.368 -137.8792
4831.838432 91.361 -138.3431
4866.851925 91.332 -138.7617
4902.119140 91.286 -139.1461
4937.641916 91.230 -139.5336
4973.422105 91.175 -139.9755
5009.461572 91.131 -140.5221
5045.762195 91.109 -141.2110
5082.325868 91.116 -142.0607
5119.154496 91.156 -143.0729
5156.250000 91.226 -144.2422
5193.614313 91.319 -145.5689
5231.249383 91.425 -147.0659
5269.157173 91.537 -148.7570
5307.339658 91.647 -150.6670
5345.798829 91.752 -152.8068
5384.536691 91.850 -155.1630
5423.555263 91.938 -157.6951
5462.856580 92.012 -160.3452
5502.442691 92.063 -163.0549
5542.315659 92.081 -165.7816
5582.477563 92.059 -168.5053
5622.930497 91.990 -171.2231
5663.676569 91.871 -173.9348
5704.717904 91.703 -176.6269
5746.056642 91.485 -179.2640
5787.694937 91.215 178.2095
5829.634960 90.886 175.8580
5871.878898 90.489 173.7451
5914.428953 90.013 171.9360
5957.287343 89.450 170.5166
6000.456303 88.802 169.6246
6043.938083 88.080 169.4708
6087.734950 87.312 170.3275
6131.849187 86.544 172.4523
6176.283094 85.839 175.9366
6221.038987 85.264 -179.4707
6266.119200 84.872 -174.4089
6311.526083 84.675 -169.6859
6357.262002 84.642 -165.9199
6403.329344 84.718 -163.3373
6449.730508 84.841 -161.8199
6496.467914 84.961 -161.0700
6543.543998 85.045 -160.7608
6590.961215 85.071 -160.6283
6638.722037 85.035 -160.5005
6686.828954 84.951 -160.2837
6735.284473 84.841 -159.9311
6784.091120 84.735 -159.4228
6833.251441 84.654 -158.7670
6882.767998 84.605 -158.0145
6932.643372 84.580 -157.2599
6982.880164 84.563 -156.6132
7033.480992 84.539 -156.1519
7084.448495 84.505 -155.8801
7135.785329 84.463 -155.7215
7187.494171 84.418 -155.5563
7239.577717 84.371 -155.2825
7292.038681 84.321 -154.8635
7344.879799 84.266 -154.3251
7398.103826 84.211 -153.7089
7451.713536 84.167 -153.0199
7505.711724 84.146 -152.2122
7560.101205 84.159 -151.2299
7614.884815 84.208 -150.0693
7670.065409 84.294 -148.8056
7725.645865 84.416 -147.5581
7781.629080 84.578 -146.4221
7838.017972 84.780 -145.4273
7894.815481 85.016 -144.5602
7952.024569 85.271 -143.8268
8009.648217 85.527 -143.2898
8067.689429 85.764 -143.0370
8126.151233 85.970 -143.1007
8185.036674 86.134 -143.3980
8244.348824 86.250 -143.7442
8304.090774 86.320 -143.9333
8364.265639 86.363 -143.8307
8424.876556 86.408 -143.4217
8485.926684 86.494 -142.8020
8547.419207 86.645 -142.1292
8609.357330 86.862 -141.5668
8671.744282 87.127 -141.2444
8734.583316 87.414 -141.2407
8797.877707 87.708 -141.5776
8861.630756 87.999 -142.2296
8925.845785 88.280 -143.1524
8990.526143 88.537 -144.3169
9055.675202 88.752 -145.7165
9121.296357 88.913 -147.3315
9187.393031 89.021 -149.0904
9253.968668 89.083 -150.8817
9321.026740 89.116 -152.6213
9388.570742 89.132 -154.3130
9456.604196 89.139 -156.0330
9525.130648 89.134 -157.8450
9594.153671 89.104 -159.7312
9663.676863 89.031 -161.5955
9733.703850 88.900 -163.3138
9804.238280 88.707 -164.7634
9875.283832 88.459 -165.8142
9946.844210 88.170 -166.3310
10018.923143 87.860 -166.2208
10091.524390 87.556 -165.4995
10164.651736 87.288 -164.3205
10238.308993 87.088 -162.9385
10312.500000 86.968 -161.6281
10387.228626 86.917 -160.6041
10462.498767 86.911 -159.9733
10538.314345 86.934 -159.7242
10614.679315 86.979 -159.7557
10691.597657 87.041 -159.9381
10769.073381 87.119 -160.1663
10847.110526 87.219 -160.3638
10925.713161 87.352 -160.4658
11004.885382 87.528 -160.4393
11084.631318 87.746 -160.3285
11164.955126 87.995 -160.2475
11245.860993 88.256 -160.3103
11327.353138 88.507 -160.5840
11409.435808 88.722 -161.1075
11492.113283 88.876 -161.9064
11575.389873 88.950 -162.9492
11659.269920 88.935 -164.1129
11743.757796 88.832 -165.2349
11828.857906 88.658 -166.2013
11914.574686 88.440 -166.9627
12000.912606 88.210 -167.4877
12087.876166 87.993 -167.7434
12175.469900 87.812 -167.7250
12263.698373 87.694 -167.4822
12352.566187 87.657 -167.1232
12442.077974 87.696 -166.7990
12532.238400 87.786 -166.6438
12623.052165 87.897 -166.6917
12714.524005 88.009 -166.8622
12806.658687 88.111 -167.0473
12899.461015 88.207 -167.1954
12992.935827 88.306 -167.3083
13087.087996 88.415 -167.4058
13181.922430 88.538 -167.5167
13277.444074 88.678 -167.6703
13373.657907 88.843 -167.8885
13470.568945 89.032 -168.2151
13568.182241 89.232 -168.7234
13666.502883 89.426 -169.4488
13765.535996 89.596 -170.3365
13865.286744 89.732 -171.2824
13965.760328 89.835 -172.1875
14066.961984 89.915 -172.9768
14168.896989 89.985 -173.6357
14271.570658 90.058 -174.2437
14374.988342 90.138 -174.9329
14479.155433 90.214 -175.8184
14584.077362 90.268 -176.9576
